cycle,nb preys (ref),nb predators (ref),nb preys (target),nb predators (target),parameter α,parameter α action,helped obj,expected variation,obj preys nb criticality,obj predators nb criticality
137,168.01532780364406,31.262327166806916,166.7639691858833,32.58518599005449,0.05,0.0,null,NaN,0.12744788697446552,1.3309918389359972
138,171.18300638722133,31.38509071191005,169.68375000193234,32.704151545675444,0.05,0.0,null,NaN,1.4992563852889873,1.3190608337653948
139,174.38721063309012,31.528421413968744,172.63241816035512,32.84282139101874,0.05,0.0,null,NaN,1.4992563852889873,1.3190608337653948
140,177.6240668997635,31.692815789862436,175.6062122779118,33.00162067070039,0.05,0.0,null,NaN,1.4992563852889873,1.3190608337653948
141,180.88931960259856,31.878790909121662,178.60103902835505,33.18098868691997,0.05,0.0,null,NaN,1.4992563852889873,1.3190608337653948
142,184.17831269402907,32.08688358034014,181.61245956089837,33.38137781864749,0.05,0.0,null,NaN,1.4992563852889873,1.3190608337653948
143,187.48597182617235,32.31764924776012,184.63567679153834,33.60325217098533,0.05,0.0,null,NaN,1.4992563852889873,1.3190608337653948
144,190.80678748471678,32.57166055777585,187.6655238190774,33.847085922866874,0.05,0.0,null,NaN,3.1412636656393715,1.2754253650910243
145,194.13479942219723,32.84950555160359,190.69645374633623,34.113361339172826,0.05,0.0,null,NaN,3.1412636656393715,1.2754253650910243
146,197.4635827600504,33.15178543695978,193.72253121639218,34.402566411474986,0.05,0.0,null,NaN,3.1412636656393715,1.2754253650910243
147,200.78623617169467,33.47911188838829,196.7374260031846,34.7151920900589,0.05,0.0,null,NaN,3.1412636656393715,1.2754253650910243
148,204.09537260258074,33.832103823033584,199.73440902483787,35.0517290687543,0.05,0.0,null,NaN,3.1412636656393715,1.2754253650910243
149,207.38311302679637,34.21138359633834,202.70635117572021,35.41266408355455,0.05,0.0,null,NaN,3.1412636656393715,1.2754253650910243
150,210.64108378217455,34.61757256057354,205.64572539858042,35.79847568620162,0.05,0.0,null,NaN,4.995358383594123,1.1809031256280775
151,213.86041806548275,35.051285928525786,208.5446124398844,36.209629455032655,0.05,0.0,null,NaN,4.995358383594123,1.1809031256280775
152,217.03176220437064,35.51312688536852,211.3947107483143,36.64657260763743,0.05,0.0,null,NaN,4.995358383594123,1.1809031256280775
153,220.1452873512028,36.00367989404625,214.18735098670575,37.10972798348287,0.05,0.0,null,NaN,4.995358383594123,1.1809031256280775
154,223.19070726324432,36.523503143772615,216.91351562970067,37.59948736986305,0.05,0.0,null,NaN,4.995358383594123,1.1809031256280775
155,226.1573028411022,37.073120097867026,219.5638641111541,38.11620415157111,0.05,0.0,null,NaN,4.995358383594123,1.1809031256280775
156,229.0339540897578,37.65301010654309,222.12876396475522,38.66018527380884,0.05,0.0,out_preys_number,-3.2520562147814474,6.9051901250025765,1.0071751672657498
157,231.80918014061777,38.263598062826674,224.59832836628928,39.231682519279794,0.05,0.0,out_preys_number,-3.2520562147814474,6.9051901250025765,1.0071751672657498
158,234.47118792523966,38.90524309592162,226.96246043431407,39.8308831143512,0.05,0.0,out_preys_number,-3.2520562147814474,6.9051901250025765,1.0071751672657498
159,237.00793001823055,39.57822631641637,229.21090457572117,40.457899695773975,0.05,0.0,out_preys_number,-3.2520562147814474,6.9051901250025765,1.0071751672657498
160,239.4071720648561,40.282737652021815,231.33330507189257,41.11275968880391,0.05,0.0,out_preys_number,-3.2520562147814474,6.9051901250025765,1.0071751672657498
161,241.6565700750903,41.018861841226155,233.31927198850474,41.79539416965993,0.05,0.0,out_preys_number,-3.2520562147814474,6.9051901250025765,1.0071751672657498
162,243.743757697747,41.786563685369146,235.15845435660106,42.505626309963105,0.05,-0.0,out_preys_number,-1.6801132161433543,8.58530334114593,0.7190626245939598
163,245.65644338445065,42.585672696997,236.84062041419887,43.24315952784308,0.05,-0.0,out_preys_number,-1.6801132161433543,8.58530334114593,0.7190626245939598
164,247.38251711328573,43.41586732352512,238.35574451722573,44.00756549933265,0.05,-0.0,out_preys_number,-1.6801132161433543,8.58530334114593,0.7190626245939598
165,248.91016606739973,44.276658969475335,239.69410012789612,44.79827221384635,0.05,-0.0,out_preys_number,-1.6801132161433543,8.58530334114593,0.7190626245939598
166,250.22799835797662,45.167376086784856,240.8463580710248,45.61455228809765,0.05,-0.0,out_preys_number,-1.6801132161433543,8.58530334114593,0.7190626245939598
167,251.32517354953396,46.08714864944444,241.80368901889494,46.45551178266396,0.05,-0.0,out_preys_number,-1.6801132161433543,8.58530334114593,0.7190626245939598
168,252.1915383966622,47.03489337416099,242.55786892944468,47.320079793259886,0.05,0.0,out_preys_number,-1.0483661260715849,9.633669467217516,0.2851864190988991
169,252.81776584604162,48.009300090621544,243.10138592849083,48.20699911312048,0.05,0.0,out_preys_number,-1.0483661260715849,9.633669467217516,0.2851864190988991
170,253.1954950094606,49.00881970067827,243.42754690376248,49.11481828207195,0.05,0.0,out_preys_number,-1.0483661260715849,9.633669467217516,0.2851864190988991
171,253.31746948866777,50.03165419255405,243.5305818771777,50.04188535011098,0.05,0.0,out_preys_number,-1.0483661260715849,9.633669467217516,0.2851864190988991
172,253.17767114925476,51.07574919100274,243.40574405347252,50.986343686858426,0.05,0.0,out_preys_number,-1.0483661260715849,9.633669467217516,0.2851864190988991
173,252.7714462176431,52.13878952431234,243.0494033197795,51.94613016141032,0.05,0.0,out_preys_number,-1.0483661260715849,9.633669467217516,0.2851864190988991
174,252.09562043215936,53.218198271399196,242.45913090361208,52.918975998409316,0.05,-0.0,out_preys_number,-0.002820061329771306,9.636489528547287,0.2992222729898799
175,251.14859993457924,54.311139714772864,241.63377289651447,53.90241058447955,0.05,-0.0,out_preys_number,-0.002820061329771306,9.636489528547287,0.2992222729898799
176,249.93045465844952,55.414526566330316,240.57351042615537,54.89376845387038,0.05,-0.0,out_preys_number,-0.002820061329771306,9.636489528547287,0.2992222729898799
177,248.44298116699986,56.525031752224336,239.27990441699689,55.890199623211764,0.05,-0.0,out_preys_number,-0.002820061329771306,9.636489528547287,0.2992222729898799
178,246.6897422231116,57.63910494107221,237.75592312156525,56.88868337339712,0.05,-0.0,out_preys_number,-0.002820061329771306,9.636489528547287,0.2992222729898799
179,244.67608083643793,58.75299387852303,236.00595092937854,57.886045493264845,0.05,-0.0,out_preys_number,-0.002820061329771306,9.636489528547287,0.2992222729898799
180,242.4091071204434,59.8627704540885,234.0357773628085,58.87897890725349,0.05,-0.0,out_preys_number,-1.263159770912381,8.373329757634906,0.9837915468350076
181,239.89765698874947,60.964361277972046,231.85256563791359,59.86406751064398,0.05,-0.0,out_preys_number,-1.263159770912381,8.373329757634906,0.9837915468350076
182,237.15222250160608,62.053582392448774,229.46480068834822,60.83781293513771,0.05,-0.0,out_preys_number,-1.263159770912381,8.373329757634906,0.9837915468350076
183,234.1848545082519,63.12617759115876,226.88221710260598,61.79666386862356,0.05,-0.0,out_preys_number,-1.263159770912381,8.373329757634906,0.9837915468350076
184,231.00903908246312,64.17785967804284,224.1157079867194,62.7370474606206,0.05,-0.0,out_preys_number,-1.263159770912381,8.373329757634906,0.9837915468350076
185,227.63955007638685,65.20435387320916,221.17721631184267,63.65540226361058,0.05,-0.0,out_preys_number,-1.263159770912381,8.373329757634906,0.9837915468350076
186,224.09228088065,66.20144247292522,218.07961081415937,64.54821209457235,0.05,-0.0,out_preys_number,-2.3606596911442637,6.012670066490642,1.6532303783528732
187,220.38405913774358,67.16500980131755,214.83654895968678,65.41204015419291,0.05,-0.0,out_preys_number,-2.3606596911442637,6.012670066490642,1.6532303783528732
188,216.5324486767522,68.0910864568329,211.46232984790376,66.24356271627559,0.05,-0.0,out_preys_number,-2.3606596911442637,6.012670066490642,1.6532303783528732
189,212.55554329413332,68.97589185975218,207.9717401889603,67.03960169853562,0.05,-0.0,out_preys_number,-2.3606596911442637,6.012670066490642,1.6532303783528732
190,208.47175718055337,69.81587414855017,204.37989663809216,67.79715544877385,0.05,-0.0,out_preys_number,-2.3606596911442637,6.012670066490642,1.6532303783528732
191,204.2996167815364,70.60774655092312,200.70208780232903,68.51342712655985,0.05,-0.0,out_preys_number,-2.3606596911442637,6.012670066490642,1.6532303783528732
192,200.05755868482433,71.34851946596737,196.95361914962754,69.18585012800492,0.05,-0.0,out_preys_number,-2.9087305312938554,3.103939535196787,2.1626693379624555
193,195.76373776525284,72.03552763156283,193.14966385625266,69.8121100868094,0.05,-0.0,out_preys_number,-2.9087305312938554,3.103939535196787,2.1626693379624555
194,191.43584931304608,72.6664519083416,189.30512233723474,70.39016308448797,0.05,-0.0,out_preys_number,-2.9087305312938554,3.103939535196787,2.1626693379624555
195,187.09096825507416,73.23933538069267,185.43449283414256,70.91824981183662,0.05,-0.0,out_preys_number,-2.9087305312938554,3.103939535196787,2.1626693379624555
196,182.74540788650168,73.75259364775626,181.55175500455974,71.39490553734954,0.05,-0.0,out_preys_number,-2.9087305312938554,3.103939535196787,2.1626693379624555
197,178.4145997997499,74.20501934527152,177.67026799056072,71.8189658514648,0.05,-0.0,out_preys_number,-2.9087305312938554,3.103939535196787,2.1626693379624555
198,174.11299596515948,74.59578109523845,173.80268396142793,72.18956826359225,0.05,0.0,out_predators_number,-0.5025378752026768,0.31031200373155343,2.406212831646201
199,169.85399321626042,74.92441721861437,169.9608776499838,72.50614982778718,0.05,0.0,out_predators_number,-0.5025378752026768,0.31031200373155343,2.406212831646201
200,165.64987975012124,75.19082466215485,166.1558919511033,72.76844105939982,0.05,0.0,out_predators_number,-0.5025378752026768,0.31031200373155343,2.406212831646201
201,161.51180269153508,75.39524368111611,162.39789924091397,72.97645647665769,0.05,0.0,out_predators_number,-0.5025378752026768,0.31031200373155343,2.406212831646201
